title, day, time, link 
Judge Merchan was between 'a rock and a hard place' with Trump hush money sentencing - MSNBC, Fri, 06 Sep 2024 18:02:30 GMT, https://news.google.com/rss/articles/CBMi3gFBVV95cUxOcnZFNkprOVJzcXBKdkRqcHVHenpqWmNOZl9GYldERi1zNFFia2ExUWhSVDF0UmZEWnhYT3Myay0xSG8wY3R3bjRDdFU0XzNERlF6Ykl2WkkwN05KbER0dlRPUmlLTlFTSjNrZVhhSk5DemZESTV1OXhfWHNfYUFwNERVRXhmTW80MXh3bzNjZ0ZkQTVmNEJqQjRHS1diT1dmQnQ5Q2QzTXVGaEVuZkZCZmdIV3VqZmczMFc1YkVydUJibUdsX2kxX29KbzRNcmh4amttQXFERzBqWk41OVHSAWRBVV95cUxQZXcxRjV3Uk43M0xNUmhMWE5LQ1hUV0xlZlFsd0VXTFVLaXFySzd1VF81eTJpbGhSWTkzUklpMFlRZkdMTnpsc0JUVjJRUmMzWjhkZGdxRVVwTWJCR3NBbWZVNTNH?oc=5 
Column | Now Trump says the photo of him with E. Jean Carroll may be ‘AI’ - The Washington Post, Sat, 07 Sep 2024 01:20:59 GMT, https://news.google.com/rss/articles/CBMipAFBVV95cUxPWWxIV3JGV1hBOGNnWHNpUXE2b3VoSjJIZUVxUTVZdVZPVXl6YUpqb3BnYVRGdlRIRGNqOWN0emRpVm1EV3g0MEsyclFlRVdUUEltMlYwS0FsemtKeHZCNzVsWDJydzFzNG5kREtwckd6YnFNbEVPcG5ULUVTT1FIREVtcTkyMkxYSlpuUmJiRWJLaW80X1B2UEFpZnEzbU5kZWpNMQ?oc=5 
Dick Cheney supports Harris says Trump ‘can never be trusted with power again’ - POLITICO, Sat, 07 Sep 2024 00:08:53 GMT, https://news.google.com/rss/articles/CBMilgFBVV95cUxQVjV4Y2Nic1k1Si1rOGdJQXN2aTkya2I0bWM1WUh6V3EzXzhmdWhYUjJJT29hTXI5eHNpRlAwQWpUYUd5V3QzVFBmOWtUelZ2cDZwcmpFQ3dKT0xzUk1mVm10c0lLM09kSVhRdlVnRm1kZmlTN1NBT1VnbTdZZ01waUpLcWR5b240NXJOUlgzd19yZVVsV3c?oc=5 
In cringey Fox News town hall Trump portrays himself as selfless hero and unfair victim - USA TODAY, Wed, 04 Sep 2024 07:00:00 GMT, https://news.google.com/rss/articles/CBMiogFBVV95cUxOOTlrMW5Oc2RLQmRHQy1lT3dXLW9samJKWDk2Tm5lQVpZN0c5U1o3MmVrRjE3NzVOTnVZSXZxUTRiZHNTMl9nVmcxZGJUZG5PLThKTWxESGtINVNicWFydUEyRnlqRVdyYVB6OTZzbTE3bnQ5WERsT2xYTTZWTEJlMHZLMGtyWFBiUGFRRXFNOVl1UGlYajlOVV9NeFNvQnNBRGc?oc=5 
Trump lambastes women accusers in lead-up to Harris debate - Roll Call, Fri, 06 Sep 2024 17:58:08 GMT, https://news.google.com/rss/articles/CBMilAFBVV95cUxNX1V2b0JvRnJMNDJIWEdkbXRnR0o3QmZIdWZobXAzSDR3SHExZDRXd0toZlFON3k5ejVONENLaDh6MUFkYkNxQjA1SXBOMF9BZUpWMTAtaVVsU01oV2FxYjR5NDkwdGM3MFdPQ0x0ajlaQkh4ejc0MkQ4Q2lJaTIxZWpLQk9aQ2ZUeHdNNGZOVjhIbEI0?oc=5 
Worst possible outcome for Trump: Why Trump's sentencing delay may make 'confinement' more likely - MSNBC, Sat, 07 Sep 2024 04:02:34 GMT, https://news.google.com/rss/articles/CBMi6wFBVV95cUxPbV9tMjJkNWNPU3FrNDFqMWlFT0VTb0lpdjZiOHFKWkxSSHBfMVR1clMyYVA5WG8xeGpOOWdwQWFBdGdxY002YnhoSDZ6Ty1QWHI0M2tZLWVGN1JFd3VoNWVDc1hqc19sR0FfTVZBN19FZ3NTRHFnelNYN3JDcFRvb1Izc0Y3aWVGM0gwZzJDVkd5bjBUeU94d3VCZ1RoZzgtOVh1dEpLaUkwRzdCZklHcFgwSTE4VUZkcjVsTVVCYktBN2dRX3BPbjktY1o4cnZ6YlZsSXdtYmlfdEtQdjVYRnUyZ1NxeTJ3TzdJ0gFkQVVfeXFMTlpoazZ4bEkyaGRJU1RyYTBrdmdCdlk0Z3ZxaVNyQ1M5eXZ1SXgwTzRrWFI2bkRhZDUwbGhxUF8zXzVSREJuQUdsbW51TE4yZTVaa1BETU51Vk9Tb2xqMjNmQlRPVg?oc=5 
Trump's lawyer says E. Jean Carroll verdict tainted by other accusers' testimony - Reuters, Fri, 06 Sep 2024 20:43:00 GMT, https://news.google.com/rss/articles/CBMimAFBVV95cUxPOFF6MXFEeFFBT1YyNlhud0lKa2NNNEtkSWltUzFqdmE2NW1JZF8xYTc3eVdJNWxoQ0stN19mLVRzVzBBd2lKNXFVVzVOcEJpV09jMnJHR1N0VEZiQnc1Zl9oZm96Vnd1NDlLblU2X0dObzJaTzdINFEtcXhCMDNzV1RLZDVMeHllMXFZVm1yUzRwTXQwQi1VcA?oc=5 
Trump mocks sexual assault accuser: "She would not have been the chosen one" - Axios, Fri, 06 Sep 2024 18:18:47 GMT, https://news.google.com/rss/articles/CBMid0FVX3lxTE5FM25XdnB1MG5yZlBTZ01MWGZSTTRFY2FuUkRYUkJobHA0cjNxVTFvalY0MVpQc2FkY0hYS094QVRfcXNXamdkZW1zT1JuNUNYVk5BZElkNmpWaVF2bklDeTdJeG43Zkxablo5c0hnSEtqT3preF9n?oc=5 
Josh Shapiro: Trump ‘failed the test as commander in chief before’ - MSNBC, Fri, 06 Sep 2024 01:15:43 GMT, https://news.google.com/rss/articles/CBMisAFBVV95cUxNemZsSHAyYWlseWg0ZkViS09YRDB5VF80Sy05TGstSjlGbWYzSjBxTWY3d2tnWmhRalpRcmlPZmJnTW1uWkc5Vk13VXFPUThXSnJiNVdEblBveGpYclU2UDRDTW1JTnIzLWRHTzA1ZDlaMEEtS005U0xMekFCUWd5TlZpZDJoV24xdjVNWG1lbFJoQXUtb2ktVUdJOV94N2lFSE9zSjdBNHo3NDV3VWItNtIBZEFVX3lxTE5qYkF4SW9pWkhZVDQtQUdvdlNrS0VCVHI3a2NIZVMwMHhjYVBxZGhWZlBFN2VfSFlOZktQZkd2WjhuTUFEbFE0QlZPb3VncW8xeWh4Y0kwVjcySWpoYjBVZ3N6dGg?oc=5 
Stakeholder in Trump’s Truth Social parent company wins court ruling over share transfer - The Associated Press, Fri, 06 Sep 2024 23:38:00 GMT, https://news.google.com/rss/articles/CBMilwFBVV95cUxQMHA5V3dPUHgzazA5aHJnVUdtdlpqMDZlR2dVN0hySE1BZl8waWlRNzN2VlBSUzk4RGVmMUlEbGVsNzBZZFYxaDlSaHFPQk9aVGpIbnJUaUJUYWtCb21uX0hSN2RFSlY4OFM2ZDNLZzJEVlJGQ1BqYVc1NHZZTjBieWVEWmtjNFotWHR1SjYxXzN0dS1wbkc0?oc=5 
After court appearance Trump rails against legal cases his lawyers and the election - POLITICO, Fri, 06 Sep 2024 18:46:50 GMT, https://news.google.com/rss/articles/CBMikgFBVV95cUxPTHdOcWZQTjNZVFRIUTM2djB6Z1B5czJYbW1ZWXNLMHBkNFVQelhiSkpJbWFPUjhPZDlKQlVMMmtlcTJoOG5QeDc3SWZYOVFRcHhZN0tZdHl3aVllS19adS1kY2F5UHlGbkRYdkZWWkl6RHhhX01ha2thU0FSbTVWc1Q3NVZ5RVpFTThiQ3FyRUFiQQ?oc=5 
Banner urging Penn State fans to ‘Beat Trump Sack Project 2025′ to fly over Beaver Stadium - PennLive, Sat, 07 Sep 2024 12:00:00 GMT, https://news.google.com/rss/articles/CBMiywFBVV95cUxOelR5QkZsalZHLVpKUXhzWGRWNWktaVNSa1E3TE5scWw4UnJaRVJFMEJaR0tiOHhQbXFSa3VhQlpraXpzZ3QzTGFWQ3VrdTl0TjlqS1JKMWtUajFkRW1yZ1gxNGlUOTdER3NqMU1Dbmd3STFlN0FGRnlvZlB0V2dwLVF3ZjVaVWRzWnh4dDdPUVdaT2I2bnJ4REtxOUM1SmJXbVpUdF8wM2JadnV6QmI1WGY3d0l6OFRHN2hDbU9MWnRMZnhHR3NjVFFiZ9IB3wFBVV95cUxPVDJxVWFodFhJeGJvWHJubnozamNvcXI5VV8zWWFROG5xSmFfSlBBWWp2RnZRZkNTNjYxY1BBTkl1aHR1Sm1kRnFDVFVqS3ZvTFY5X3otQV96RHVqcVVaMF9IeHY2V0VnY3QzakgyU0E4VnFvb05ydUJPbTdIcjRIbndpdEViNi14dVFuZnBIN0NpbXZLbFFNUGs3RGxGUXM3eWc2M3dLdFp3YlVERTQ1cUNmMWNIMjA3X1A1cU43WXpWbjNxV0M4dlBEcmZaTWZuZm5pdjdjb1Q2TUZob2pV?oc=5 
Column | Following Trump’s train of thought as it derails on a child care question - The Washington Post, Fri, 06 Sep 2024 21:19:56 GMT, https://news.google.com/rss/articles/CBMiswFBVV95cUxNaFpGMXdJRm5EcHlPU0RQcjYtYXJkWm5LenllN1p6cHF4b0lNTzlJVFl3T3llMm5TXzY0cGpOQ2J3TXNodWw0Ulh5WDVYZ0ZMb1JTRmFVZU5Cem12bFY2b1RwVnpRcC1hak13QmZFT2ppYUVBQVlYajhFa21TeVFaRmZCMS1qRDZ5MEQzMjF4QjZvNHZGbXlkalZYSkF3OHhXYkg2bTRnbWJ5YXd4V3N0WHkyUQ?oc=5 
Every time Trump denies he sexually assaulted E. Jean Carroll he runs the risk she’ll sue again - PBS NewsHour, Fri, 06 Sep 2024 17:13:41 GMT, https://news.google.com/rss/articles/CBMiywFBVV95cUxOa0pRaThaYVVOVkVWWHlUWFVMbU9ZWmRIeVRvdjY0aGs1MDlYZ3F6QWJmRjZtcGRKcEdSSkIwaTZJakF5VVB6N0NVeDNOaGN4ZHQtSnNjejdENV9UY3haWm0zbFdNaU0zemdITVpqd3piSEZzUC1tSktsWjZGVHZuYkhtcUo2aE5fQ3Nfck94V1lwZ210OXNELVhYWWk1Nl95TGp4WVdla1Zsb0JJb3Y0UTBkbzRGMUVub3BNV2dzVFotN3VmaEpTMTBhUdIB0AFBVV95cUxOMGNXcHM2dHpET0dfRF9MOURYV1lpLWxsLTQzVE90Rm5iSUJsRnlXUnJoWklqV1dfUGl5T2lkUVc1N0lqRUw5UDdiandVNUN3SEFaN0RIdjZYRVZDZG5zU3gzdmduTk1WelpZNHFId0dKSElTekxxWXFrd0x0V2hYRHo5dmJiYkNKYjk5MElmZ2pla09sMmZPQWtQQ0hTNDFxWE9EQmFaSzFyM3hwSFp1eHA3VWNBR3hEVkpub0ZUV2NjSzRvYVJTOVFEWS1vZlRx?oc=5 
Trump deputy campaign manager identified in Arlington National Cemetery dustup - NPR, Thu, 05 Sep 2024 22:47:05 GMT, https://news.google.com/rss/articles/CBMiogFBVV95cUxQblVrbUpoQURMaFhZYzRsN3Fsc1VuSHg5SWc3YllvQ1czNFkzOEc0Nmg0bnFQYmo4c20tWEpHOE5ncnVKZ1dUTm9VUmo3VEdYcG1tQzJFRFhxM09NYkJfbGJ3bjVnUk9NeHE4NjZrRERvRXUtbE1HX3BLblBuQmpmXzJFSmtFODNTWER0X0x0Z1dza21ISzduWEc2NkVYcVcwZkE?oc=5 
Trump hush money sentencing delayed until after November election - POLITICO, Fri, 06 Sep 2024 18:27:21 GMT, https://news.google.com/rss/articles/CBMiiwFBVV95cUxQeFh5MWJualFFNkJuWmN0TURoN0NUUVlJaUl6X2gwenItdXMyeHAzTThGVDE4aXh1UjFIY3RFdFV6dndNVVptVWp6eEJGWThIdjBDaExfOE8xS2RxMW1Sbk1sM1doSUREaTZXckR0d0h2eUdSZEdXaW5rbmIzbWtOZDJZdUhwZGgxbjNN?oc=5 
Donald Trump’s new sentencing date in New York? That could be delayed too. - MSNBC, Fri, 06 Sep 2024 20:41:26 GMT, https://news.google.com/rss/articles/CBMitwFBVV95cUxQTUs2UzEtMm1RTTRRM3RvdzF4Wkg0cnU1MmZJY09qQjd5U1NXQkZadGhYV1hGbU5qZHNRQy0tdWFyd09mRi1iejZqSFVaMmw2YVl6eVJMb3A4eGMxazVxMUxOMHBmYnhyOXZOSlhlUlRjVGVGdm9UR3c2WlVtSHVHa3pPTzZMN0ZmX1ZVVWc4dGZPT2pKRkt2RUJ1TjBzQ2ZBcHlVRUoydlhHcUNKUzgtMGtzd2JXcWPSAXxBVV95cUxNU213clAxMmtDQTFPWkYwRGtuejg5eTVqeHhpT1MyZGxCZk9CYlBMeER1ZWYzUnBFSnNIcDl4Q09jbDJKdlNudjdGSVV2MTJIQS02Y0dMbXNvR29Sak9ud3JpUWtUaEdsMk12cHR5LWNZLXhaR0hNS1d0YklE?oc=5 
